1757338628.642061 server started (19022): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1757338628.642099 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:40 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6041
1757338628.642108 using libevent 2.1.12-stable select
1757338628.642120 using utf8proc 2.10.0
1757338628.642127 using ncurses 6.5 20240427
1757338628.685687 peer 0x140008000 message 105
1757338628.685689 client 0x14c809000 IDENTIFY_ENVIRON PWD=/Users/w/.config/tmux
1757338628.685691 peer 0x140008000 message 105
1757338628.685693 client 0x14c809000 IDENTIFY_ENVIRON HOMEBREW_PREFIX=/opt/homebrew
1757338628.685694 peer 0x140008000 message 105
1757338628.685696 client 0x14c809000 IDENTIFY_ENVIRON HOME=/Users/w
1757338628.685700 peer 0x140008000 message 105
1757338628.685703 client 0x14c809000 IDENTIFY_ENVIRON NVM_RC_VERSION=
1757338628.685704 peer 0x140008000 message 105
1757338628.685707 client 0x14c809000 IDENTIFY_ENVIRON XPC_FLAGS=0x0
1757338628.685708 peer 0x140008000 message 105
1757338628.685711 client 0x14c809000 IDENTIFY_ENVIRON GHOSTTY_SHELL_INTEGRATION_NO_SUDO=1
1757338628.685712 peer 0x140008000 message 105
1757338628.685715 client 0x14c809000 IDENTIFY_ENVIRON MANPATH=:/usr/share/man:/usr/local/share/man:/opt/X11/share/man::/Applications/Ghostty.app/Contents/Resources/ghostty/../man
1757338628.685717 peer 0x140008000 message 105
1757338628.685719 client 0x14c809000 IDENTIFY_ENVIRON COMMAND_MODE=unix2003
1757338628.685721 peer 0x140008000 message 105
1757338628.685723 client 0x14c809000 IDENTIFY_ENVIRON DISPLAY=/private/tmp/com.apple.launchd.PFtHeCtPYR/org.xquartz:0
1757338628.685725 peer 0x140008000 message 105
1757338628.685727 client 0x14c809000 IDENTIFY_ENVIRON GHOSTTY_BIN_DIR=/Applications/Ghostty.app/Contents/MacOS
1757338628.685729 peer 0x140008000 message 105
1757338628.685735 client 0x14c809000 IDENTIFY_ENVIRON PATH=/Users/w/.pyenv/shims:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/opt/postgresql@16/bin:/Users/w/.cargo/bin:/usr/local/bin:/Users/w/.cargo/bin:/Users/w/local/scripts:/Users/w/.pyenv/bin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/opt/X11/bin:/Applications/VMware Fusion.app/Contents/Public:/Applications/Ghostty.app/Contents/MacOS:/Users/w/.local/bin:/Users/w/Library/Application:Support/hatch/pythons/3.12/python/bin
1757338628.685737 peer 0x140008000 message 105
1757338628.685739 client 0x14c809000 IDENTIFY_ENVIRON __CF_USER_TEXT_ENCODING=0x0:0:0
1757338628.685741 peer 0x140008000 message 105
1757338628.685743 client 0x14c809000 IDENTIFY_ENVIRON OMF_PATH=/Users/w/.local/share/omf
1757338628.685745 peer 0x140008000 message 105
1757338628.685747 client 0x14c809000 IDENTIFY_ENVIRON GHOSTTY_RESOURCES_DIR=/Applications/Ghostty.app/Contents/Resources/ghostty
1757338628.685749 peer 0x140008000 message 105
1757338628.685751 client 0x14c809000 IDENTIFY_ENVIRON USER=w
1757338628.685753 peer 0x140008000 message 105
1757338628.685755 client 0x14c809000 IDENTIFY_ENVIRON VISUAL=nvim
1757338628.685756 peer 0x140008000 message 106
1757338628.685758 client 0x14c809000 name is /dev/ttys000
1757338628.685765 tty_resize: /dev/ttys000 now 224x68 (16x32)
1757338628.685769 cmdq_append </dev/ttys000>: [cfg_client_done/0x14b60ad40]
1757338628.685771 loading /Users/w/.config/tmux/tmux.conf
1757338628.685821 yylex_token: end at WS
1757338628.685826 yylex_token: set
1757338628.685828 yylex_token: end at WS
1757338628.685830 yylex_token: -g
1757338628.685832 yylex_token: end at WS
1757338628.685833 yylex_token: @plugin
1757338628.685836 yylex_token: end at EOL
1757338628.685838 yylex_token: tmux-plugins/tpm
1757338628.685840 yylex_token: end at WS
1757338628.685842 yylex_token: set
1757338628.685843 yylex_token: end at WS
1757338628.685845 yylex_token: -g
1757338628.685847 yylex_token: end at WS
1757338628.685848 yylex_token: @plugin
1757338628.685851 yylex_token: end at EOL
1757338628.685853 yylex_token: tmux-plugins/tmux-sensible
1757338628.685855 yylex_token: end at WS
1757338628.685856 yylex_token: set
1757338628.685858 yylex_token: end at WS
1757338628.685860 yylex_token: -g
1757338628.685862 yylex_token: end at WS
1757338628.685863 yylex_token: @plugin
1757338628.685868 yylex_token: end at EOL
1757338628.685869 yylex_token: ~/.tmux/plugins/catppuccin-tmux/catppuccin.tmux
1757338628.685877 yylex_token: end at WS
1757338628.685879 yylex_token: set
1757338628.685881 yylex_token: end at WS
1757338628.685883 yylex_token: -g
1757338628.685885 yylex_token: end at WS
1757338628.685887 yylex_token: prefix
1757338628.685889 yylex_token: end at EOL
1757338628.685891 yylex_token: C-s
1757338628.685898 yylex_token: end at WS
1757338628.685900 yylex_token: set
1757338628.685902 yylex_token: end at WS
1757338628.685903 yylex_token: -g
1757338628.685905 yylex_token: end at WS
1757338628.685907 yylex_token: mouse
1757338628.685908 yylex_token: end at EOL
1757338628.685910 yylex_token: on
1757338628.685912 yylex_token: end at WS
1757338628.685914 yylex_token: set
1757338628.685916 yylex_token: end at WS
1757338628.685918 yylex_token: -g
1757338628.685921 yylex_token: end at WS
1757338628.685923 yylex_token: default-terminal
1757338628.685926 yylex_token: end at EOL
1757338628.685927 yylex_token: tmux-256color
1757338628.685929 yylex_token: end at WS
1757338628.685931 yylex_token: set
1757338628.685932 yylex_token: end at WS
1757338628.685934 yylex_token: -ga
1757338628.685936 yylex_token: end at WS
1757338628.685938 yylex_token: terminal-overrides
1757338628.685940 yylex_token: end at EOL
1757338628.685942 yylex_token: ,*256col*:Tc
1757338628.685944 yylex_token: end at WS
1757338628.685945 yylex_token: set
1757338628.685947 yylex_token: end at WS
1757338628.685948 yylex_token: -as
1757338628.685951 yylex_token: end at WS
1757338628.685952 yylex_token: terminal-overrides
1757338628.685955 yylex_token: end at EOL
1757338628.685957 yylex_token: ,*:Smulx=\\E[4::%p1%dm
1757338628.685959 yylex_token: end at WS
1757338628.685960 yylex_token: set-option
1757338628.685962 yylex_token: end at WS
1757338628.685963 yylex_token: -sa
1757338628.685966 yylex_token: end at WS
1757338628.685967 yylex_token: terminal-overrides
1757338628.685969 yylex_token: end at EOL
1757338628.685971 yylex_token: ,term*:Tc
1757338628.685973 yylex_token: end at WS
1757338628.685975 yylex_token: set-option
1757338628.685976 yylex_token: end at WS
1757338628.685978 yylex_token: -g
1757338628.685980 yylex_token: end at WS
1757338628.685981 yylex_token: status-position
1757338628.685983 yylex_token: end at EOL
1757338628.685985 yylex_token: top
1757338628.685987 yylex_token: end at WS
1757338628.685989 yylex_token: set-option
1757338628.685990 yylex_token: end at WS
1757338628.685992 yylex_token: -g
1757338628.685994 yylex_token: end at WS
1757338628.685996 yylex_token: detach-on-destroy
1757338628.685998 yylex_token: end at EOL
1757338628.686039 yylex_token: off
1757338628.686059 yylex_token: end at WS
1757338628.686066 yylex_token: set
1757338628.686070 yylex_token: end at WS
1757338628.686072 yylex_token: -g
1757338628.686075 yylex_token: end at WS
1757338628.686077 yylex_token: base-index
1757338628.686079 yylex_token: end at EOL
1757338628.686081 yylex_token: 1
1757338628.686083 yylex_token: end at WS
1757338628.686085 yylex_token: set
1757338628.686086 yylex_token: end at WS
1757338628.686088 yylex_token: -g
1757338628.686090 yylex_token: end at WS
1757338628.686092 yylex_token: pane-base-index
1757338628.686094 yylex_token: end at EOL
1757338628.686096 yylex_token: 1
1757338628.686099 yylex_token: end at WS
1757338628.686100 yylex_token: set-window-option
1757338628.686102 yylex_token: end at WS
1757338628.686104 yylex_token: -g
1757338628.686107 yylex_token: end at WS
1757338628.686108 yylex_token: pane-base-index
1757338628.686110 yylex_token: end at EOL
1757338628.686111 yylex_token: 1
1757338628.686114 yylex_token: end at WS
1757338628.686116 yylex_token: set-window-option
1757338628.686117 yylex_token: end at WS
1757338628.686119 yylex_token: -g
1757338628.686121 yylex_token: end at WS
1757338628.686122 yylex_token: mode-keys
1757338628.686124 yylex_token: end at EOL
1757338628.686125 yylex_token: vi
1757338628.686128 yylex_token: end at WS
1757338628.686129 yylex_token: set-option
1757338628.686131 yylex_token: end at WS
1757338628.686132 yylex_token: -g
1757338628.686134 yylex_token: end at WS
1757338628.686142 yylex_token: renumber-windows
1757338628.686145 yylex_token: end at EOL
1757338628.686147 yylex_token: on
1757338628.686158 yylex_token: end at EOL
1757338628.686160 yylex_token: is_vim=ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686223 yylex_token: end at WS
1757338628.686229 yylex_token: bind-key
1757338628.686231 yylex_token: end at WS
1757338628.686232 yylex_token: -n
1757338628.686234 yylex_token: end at WS
1757338628.686236 yylex_token: C-h
1757338628.686238 yylex_token: end at WS
1757338628.686239 yylex_token: if-shell
1757338628.686242 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686244 yylex_token: end at WS
1757338628.686246 yylex_token: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686249 yylex_token: end at WS
1757338628.686250 yylex_token: send-keys C-h
1757338628.686253 yylex_token: end at EOL
1757338628.686254 yylex_token: select-pane -L
1757338628.686257 yylex_token: end at WS
1757338628.686258 yylex_token: bind-key
1757338628.686260 yylex_token: end at WS
1757338628.686262 yylex_token: -n
1757338628.686263 yylex_token: end at WS
1757338628.686265 yylex_token: C-j
1757338628.686267 yylex_token: end at WS
1757338628.686268 yylex_token: if-shell
1757338628.686271 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686273 yylex_token: end at WS
1757338628.686275 yylex_token: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686277 yylex_token: end at WS
1757338628.686278 yylex_token: send-keys C-j
1757338628.686281 yylex_token: end at EOL
1757338628.686282 yylex_token: select-pane -D
1757338628.686285 yylex_token: end at WS
1757338628.686286 yylex_token: bind-key
1757338628.686288 yylex_token: end at WS
1757338628.686289 yylex_token: -n
1757338628.686291 yylex_token: end at WS
1757338628.686293 yylex_token: C-k
1757338628.686295 yylex_token: end at WS
1757338628.686296 yylex_token: if-shell
1757338628.686299 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686300 yylex_token: end at WS
1757338628.686302 yylex_token: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686305 yylex_token: end at WS
1757338628.686306 yylex_token: send-keys C-k
1757338628.686308 yylex_token: end at EOL
1757338628.686310 yylex_token: select-pane -U
1757338628.686312 yylex_token: end at WS
1757338628.686314 yylex_token: bind-key
1757338628.686316 yylex_token: end at WS
1757338628.686317 yylex_token: -n
1757338628.686319 yylex_token: end at WS
1757338628.686320 yylex_token: C-l
1757338628.686322 yylex_token: end at WS
1757338628.686324 yylex_token: if-shell
1757338628.686326 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686328 yylex_token: end at WS
1757338628.686330 yylex_token: ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686332 yylex_token: end at WS
1757338628.686333 yylex_token: send-keys C-l
1757338628.686336 yylex_token: end at EOL
1757338628.686337 yylex_token: select-pane -R
1757338628.686343 yylex_token: end at EOL
1757338628.686345 yylex_token: tmux_version=$(tmux -V | sed -En "s/^tmux ([0-9]+(.[0-9]+)?).*/\\1/p")
1757338628.686348 yylex_token: end at WS
1757338628.686349 yylex_token: if-shell
1757338628.686351 yylex_token: end at WS
1757338628.686352 yylex_token: -b
1757338628.686356 yylex_token: end at WS
1757338628.686358 yylex_token: [ "$(echo "$tmux_version < 3.0" | bc)" = 1 ]
1757338628.686362 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686366 yylex_token: end at EOL
1757338628.686368 yylex_token: bind-key -n 'C-\\' if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" 'send-keys C-\\'  'select-pane -l'
1757338628.686373 yylex_token: end at WS
1757338628.686375 yylex_token: if-shell
1757338628.686376 yylex_token: end at WS
1757338628.686378 yylex_token: -b
1757338628.686382 yylex_token: end at WS
1757338628.686383 yylex_token: [ "$(echo "$tmux_version >= 3.0" | bc)" = 1 ]
1757338628.686388 yylex_token_variable: is_vim -> ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'
1757338628.686391 yylex_token: end at EOL
1757338628.686394 yylex_token: bind-key -n 'C-\\' if-shell "ps -o state= -o comm= -t '#{pane_tty}'     | grep -iqE '^[^TXZ ]+ +(\\S+\\/)?g?(view|l?n?vim?x?|fzf)(diff)?$'" 'send-keys C-\\\\'  'select-pane -l'
1757338628.686396 yylex_token: end at WS
1757338628.686398 yylex_token: bind-key
1757338628.686399 yylex_token: end at WS
1757338628.686401 yylex_token: -T
1757338628.686403 yylex_token: end at WS
1757338628.686405 yylex_token: copy-mode-vi
1757338628.686407 yylex_token: end at WS
1757338628.686408 yylex_token: C-h
1757338628.686410 yylex_token: end at WS
1757338628.686412 yylex_token: select-pane
1757338628.686413 yylex_token: end at EOL
1757338628.686415 yylex_token: -L
1757338628.686417 yylex_token: end at WS
1757338628.686419 yylex_token: bind-key
1757338628.686420 yylex_token: end at WS
1757338628.686422 yylex_token: -T
1757338628.686424 yylex_token: end at WS
1757338628.686426 yylex_token: copy-mode-vi
1757338628.686428 yylex_token: end at WS
1757338628.686429 yylex_token: C-j
1757338628.686431 yylex_token: end at WS
1757338628.686433 yylex_token: select-pane
1757338628.686435 yylex_token: end at EOL
1757338628.686436 yylex_token: -D
1757338628.686438 yylex_token: end at WS
1757338628.686440 yylex_token: bind-key
1757338628.686442 yylex_token: end at WS
1757338628.686443 yylex_token: -T
1757338628.686445 yylex_token: end at WS
1757338628.686447 yylex_token: copy-mode-vi
1757338628.686449 yylex_token: end at WS
1757338628.686450 yylex_token: C-k
1757338628.686452 yylex_token: end at WS
1757338628.686454 yylex_token: select-pane
1757338628.686455 yylex_token: end at EOL
1757338628.686457 yylex_token: -U
1757338628.686459 yylex_token: end at WS
1757338628.686461 yylex_token: bind-key
1757338628.686462 yylex_token: end at WS
1757338628.686464 yylex_token: -T
1757338628.686466 yylex_token: end at WS
1757338628.686468 yylex_token: copy-mode-vi
1757338628.686469 yylex_token: end at WS
1757338628.686471 yylex_token: C-l
1757338628.686473 yylex_token: end at WS
1757338628.686475 yylex_token: select-pane
1757338628.686476 yylex_token: end at EOL
1757338628.686478 yylex_token: -R
1757338628.686480 yylex_token: end at WS
1757338628.686482 yylex_token: bind-key
1757338628.686483 yylex_token: end at WS
1757338628.686485 yylex_token: -T
1757338628.686487 yylex_token: end at WS
1757338628.686488 yylex_token: copy-mode-vi
1757338628.686490 yylex_token: end at WS
1757338628.686492 yylex_token: C-\\
1757338628.686494 yylex_token: end at WS
1757338628.686495 yylex_token: select-pane
1757338628.686497 yylex_token: end at EOL
1757338628.686498 yylex_token: -l
1757338628.686501 yylex_token: end at WS
1757338628.686503 yylex_token: unbind
1757338628.686504 yylex_token: end at WS
1757338628.686506 yylex_token: -T
1757338628.686508 yylex_token: end at WS
1757338628.686509 yylex_token: copy-mode-vi
1757338628.686512 yylex_token: end at EOL
1757338628.686513 yylex_token: MouseDragEnd1Pane
1757338628.686516 yylex_token: end at WS
1757338628.686517 yylex_token: bind
1757338628.686519 yylex_token: end at WS
1757338628.686520 yylex_token: -T
1757338628.686522 yylex_token: end at WS
1757338628.686524 yylex_token: copy-mode-vi
1757338628.686526 yylex_token: end at WS
1757338628.686528 yylex_token: MouseDragEnd1Pane
1757338628.686530 yylex_token: end at WS
1757338628.686531 yylex_token: send-keys
1757338628.686533 yylex_token: end at WS
1757338628.686535 yylex_token: -X
1757338628.686537 yylex_token: end at EOL
1757338628.686539 yylex_token: copy-selection-no-clear
1757338628.686542 yylex_token: end at WS
1757338628.686543 yylex_token: unbind
1757338628.686545 yylex_token: end at WS
1757338628.686548 yylex_token: -T
1757338628.686550 yylex_token: end at WS
1757338628.686552 yylex_token: copy-mode-vi
1757338628.686554 yylex_token: end at EOL
1757338628.686555 yylex_token: Enter
1757338628.686557 yylex_token: end at WS
1757338628.686559 yylex_token: unbind
1757338628.686561 yylex_token: end at WS
1757338628.686562 yylex_token: -T
1757338628.686564 yylex_token: end at WS
1757338628.686566 yylex_token: copy-mode-vi
1757338628.686567 yylex_token: end at EOL
1757338628.686569 yylex_token: C-m
1757338628.686571 yylex_token: end at WS
1757338628.686572 yylex_token: bind
1757338628.686574 yylex_token: end at WS
1757338628.686575 yylex_token: -T
1757338628.686577 yylex_token: end at WS
1757338628.686579 yylex_token: copy-mode-vi
1757338628.686581 yylex_token: end at WS
1757338628.686582 yylex_token: Enter
1757338628.686584 yylex_token: end at WS
1757338628.686586 yylex_token: send-keys
1757338628.686587 yylex_token: end at WS
1757338628.686589 yylex_token: -X
1757338628.686591 yylex_token: end at EOL
1757338628.686593 yylex_token: copy-selection
1757338628.686595 yylex_token: end at WS
1757338628.686596 yylex_token: bind
1757338628.686598 yylex_token: end at WS
1757338628.686599 yylex_token: -T
1757338628.686601 yylex_token: end at WS
1757338628.686603 yylex_token: copy-mode-vi
1757338628.686605 yylex_token: end at WS
1757338628.686606 yylex_token: C-m
1757338628.686608 yylex_token: end at WS
1757338628.686610 yylex_token: send-keys
1757338628.686611 yylex_token: end at WS
1757338628.686613 yylex_token: -X
1757338628.686615 yylex_token: end at EOL
1757338628.686617 yylex_token: copy-selection
1757338628.686619 yylex_token: end at WS
1757338628.686620 yylex_token: bind-key
1757338628.686622 yylex_token: end at WS
1757338628.686623 yylex_token: h
1757338628.686625 yylex_token: end at WS
1757338628.686627 yylex_token: select-pane
1757338628.686629 yylex_token: end at EOL
1757338628.686630 yylex_token: -L
1757338628.686632 yylex_token: end at WS
1757338628.686634 yylex_token: bind-key
1757338628.686635 yylex_token: end at WS
1757338628.686637 yylex_token: j
1757338628.686639 yylex_token: end at WS
1757338628.686641 yylex_token: select-pane
1757338628.686642 yylex_token: end at EOL
1757338628.686644 yylex_token: -D
1757338628.686646 yylex_token: end at WS
1757338628.686647 yylex_token: bind-key
1757338628.686649 yylex_token: end at WS
1757338628.686650 yylex_token: k
1757338628.686652 yylex_token: end at WS
1757338628.686654 yylex_token: select-pane
1757338628.686656 yylex_token: end at EOL
1757338628.686657 yylex_token: -U
1757338628.686659 yylex_token: end at WS
1757338628.686661 yylex_token: bind-key
1757338628.686662 yylex_token: end at WS
1757338628.686664 yylex_token: l
1757338628.686666 yylex_token: end at WS
1757338628.686667 yylex_token: select-pane
1757338628.686669 yylex_token: end at EOL
1757338628.686671 yylex_token: -R
1757338628.686673 yylex_token: end at WS
1757338628.686674 yylex_token: bind-key
1757338628.686676 yylex_token: end at WS
1757338628.686677 yylex_token: r
1757338628.686679 yylex_token: end at WS
1757338628.686681 yylex_token: source-file
1757338628.686683 yylex_token_tilde: ~ -> /Users/w
1757338628.686686 yylex_token: end at WS
1757338628.686687 yylex_token: /Users/w/.config/tmux/tmux.conf
1757338628.686689 yylex_token: end at WS
1757338628.686691 yylex_token: ;
1757338628.686693 yylex_token: end at WS
1757338628.686694 yylex_token: display-message
1757338628.686696 yylex_token_tilde: ~ -> /Users/w
1757338628.686699 yylex_token: end at EOL
1757338628.686701 yylex_token: /Users/w/.config/tmux/tmux.conf reloaded
1757338628.686703 yylex_token: end at WS
1757338628.686705 yylex_token: bind-key
1757338628.686707 yylex_token: end at WS
1757338628.686708 yylex_token: x
1757338628.686710 yylex_token: end at EOL
1757338628.686712 yylex_token: kill-pane
1757338628.686714 yylex_token: end at WS
1757338628.686715 yylex_token: bind-key
1757338628.686717 yylex_token: end at WS
1757338628.686719 yylex_token: M
1757338628.686721 yylex_token: end at WS
1757338628.686722 yylex_token: new-window
1757338628.686728 yylex_token: end at EOL
1757338628.686730 yylex_token: nvim ~/.config/tmux/tmux.conf
1757338628.686746 yylex_token: end at WS
1757338628.686747 yylex_token: bind-key
1757338628.686749 yylex_token: end at WS
1757338628.686750 yylex_token: -n
1757338628.686752 yylex_token: end at WS
1757338628.686754 yylex_token: F1
1757338628.686755 yylex_token: end at WS
1757338628.686757 yylex_token: run-shell
1757338628.686794 yylex_token: end at EOL
1757338628.686799 yylex_token: sesh connect "$(\nsesh list --icons | fzf-tmux -p 30%,40%     --no-sort --ansi --border-label ' sesh ' --prompt '\342\232\241  '     --header '  ^a all ^t tmux ^g configs ^x zoxide ^d tmux kill ^f find'     --bind 'tab:down,btab:up'     --bind 'ctrl-a:change-prompt(\342\232\241  )+reload(sesh list --icons)'     --bind 'ctrl-t:change-prompt(\360\237\252\237  )+reload(sesh list -t --icons)'     --bind 'ctrl-g:change-prompt(\342\232\231\357\270\217  )+reload(sesh list -c --icons)'     --bind 'ctrl-x:change-prompt(\360\237\223\201  )+reload(sesh list -z --icons)'     --bind 'ctrl-f:change-prompt(\360\237\224\216  )+reload(fd -H -d 2 -t d -E .Trash . ~)'     --bind 'ctrl-d:execute(tmux kill-session -t {2..})+change-prompt(\342\232\241  )+reload(sesh list --icons)' )"
1757338628.686803 yylex_token: end at WS
1757338628.686804 yylex_token: set
1757338628.686806 yylex_token: end at WS
1757338628.686808 yylex_token: -g
1757338628.686810 yylex_token: end at WS
1757338628.686812 yylex_token: status-right-length
1757338628.686814 yylex_token: end at EOL
1757338628.686815 yylex_token: 100
1757338628.686817 yylex_token: end at WS
1757338628.686818 yylex_token: set
1757338628.686820 yylex_token: end at WS
1757338628.686822 yylex_token: -g
1757338628.686824 yylex_token: end at WS
1757338628.686826 yylex_token: status-left-length
1757338628.686827 yylex_token: end at EOL
1757338628.686829 yylex_token: 100
1757338628.686831 yylex_token: end at WS
1757338628.686832 yylex_token: set
1757338628.686834 yylex_token: end at WS
1757338628.686836 yylex_token: -g
1757338628.686838 yylex_token: end at WS
1757338628.686839 yylex_token: status-left
1757338628.686841 yylex_token: end at EOL
1757338628.686842 yylex_token: 
1757338628.686845 yylex_token: end at WS
1757338628.686846 yylex_token: set
1757338628.686848 yylex_token: end at WS
1757338628.686849 yylex_token: -g
1757338628.686852 yylex_token: end at WS
1757338628.686854 yylex_token: @catppuccin_window_left_separator
1757338628.686856 yylex_token: end at EOL
1757338628.686857 yylex_token: 
1757338628.686859 yylex_token: end at WS
1757338628.686861 yylex_token: set
1757338628.686862 yylex_token: end at WS
1757338628.686864 yylex_token: -g
1757338628.686867 yylex_token: end at WS
1757338628.686869 yylex_token: @catppuccin_window_right_separator
1757338628.686870 yylex_token: end at EOL
1757338628.686872 yylex_token:  
1757338628.686874 yylex_token: end at WS
1757338628.686875 yylex_token: set
1757338628.686877 yylex_token: end at WS
1757338628.686878 yylex_token: -g
1757338628.686881 yylex_token: end at WS
1757338628.686883 yylex_token: @catppuccin_window_middle_separator
1757338628.686885 yylex_token: end at EOL
1757338628.686887 yylex_token:  \342\226\210
1757338628.686888 yylex_token: end at WS
1757338628.686890 yylex_token: set
1757338628.686892 yylex_token: end at WS
1757338628.686893 yylex_token: -g
1757338628.686896 yylex_token: end at WS
1757338628.686898 yylex_token: @catppuccin_window_number_position
1757338628.686900 yylex_token: end at EOL
1757338628.686901 yylex_token: right
1757338628.686903 yylex_token: end at WS
1757338628.686905 yylex_token: set
1757338628.686906 yylex_token: end at WS
1757338628.686908 yylex_token: -g
1757338628.686911 yylex_token: end at WS
1757338628.686912 yylex_token: @catppuccin_window_default_fill
1757338628.686914 yylex_token: end at EOL
1757338628.686916 yylex_token: number
1757338628.686918 yylex_token: end at WS
1757338628.686919 yylex_token: set
1757338628.686921 yylex_token: end at WS
1757338628.686923 yylex_token: -g
1757338628.686926 yylex_token: end at WS
1757338628.686929 yylex_token: @catppuccin_window_default_text
1757338628.686931 yylex_token: end at EOL
1757338628.686933 yylex_token: #W
1757338628.686935 yylex_token: end at WS
1757338628.686936 yylex_token: set
1757338628.686938 yylex_token: end at WS
1757338628.686940 yylex_token: -g
1757338628.686943 yylex_token: end at WS
1757338628.686944 yylex_token: @catppuccin_window_current_fill
1757338628.686946 yylex_token: end at EOL
1757338628.686948 yylex_token: number
1757338628.686950 yylex_token: end at WS
1757338628.686951 yylex_token: set
1757338628.686953 yylex_token: end at WS
1757338628.686954 yylex_token: -g
1757338628.686958 yylex_token: end at WS
1757338628.686959 yylex_token: @catppuccin_window_current_text
1757338628.686961 yylex_token: end at EOL
1757338628.686962 yylex_token: #W
1757338628.686965 yylex_token: end at WS
1757338628.686966 yylex_token: set
1757338628.686968 yylex_token: end at WS
1757338628.686970 yylex_token: -g
1757338628.686973 yylex_token: end at WS
1757338628.686974 yylex_token: @catppuccin_status_modules_right
1757338628.686977 yylex_token: end at EOL
1757338628.686979 yylex_token: directory date_time
1757338628.686981 yylex_token: end at WS
1757338628.686982 yylex_token: set
1757338628.686984 yylex_token: end at WS
1757338628.686985 yylex_token: -g
1757338628.686989 yylex_token: end at WS
1757338628.686990 yylex_token: @catppuccin_status_left_separator
1757338628.686992 yylex_token: end at EOL
1757338628.686994 yylex_token:  
1757338628.686996 yylex_token: end at WS
1757338628.686998 yylex_token: set
1757338628.686999 yylex_token: end at WS
1757338628.687001 yylex_token: -g
1757338628.687004 yylex_token: end at WS
1757338628.687006 yylex_token: @catppuccin_status_right_separator
1757338628.687007 yylex_token: end at EOL
1757338628.687009 yylex_token: 
1757338628.687011 yylex_token: end at WS
1757338628.687012 yylex_token: set
1757338628.687014 yylex_token: end at WS
1757338628.687016 yylex_token: -g
1757338628.687019 yylex_token: end at WS
1757338628.687021 yylex_token: @catppuccin_status_right_separator_inverse
1757338628.687023 yylex_token: end at EOL
1757338628.687025 yylex_token: no
1757338628.687026 yylex_token: end at WS
1757338628.687028 yylex_token: set
1757338628.687029 yylex_token: end at WS
1757338628.687031 yylex_token: -g
1757338628.687034 yylex_token: end at WS
1757338628.687035 yylex_token: @catppuccin_status_fill
1757338628.687037 yylex_token: end at EOL
1757338628.687039 yylex_token: icon
1757338628.687040 yylex_token: end at WS
1757338628.687042 yylex_token: set
1757338628.687044 yylex_token: end at WS
1757338628.687045 yylex_token: -g
1757338628.687049 yylex_token: end at WS
